tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,2644.1
Suplantacion de Identidad,Redes Sociales,65 o mas,Femenino,Lima,Tarde,Si,No,No,3099.48
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,No,2650.58
Acceso Ilicito,Llamada Telefonica,65 o mas,Femenino,La Libertad,Tarde,No,Si,Si,3714.88
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Tacna,Tarde,No,No,Si,3019.66
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,998.73
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Arequipa,Noche,No,No,Si,1594.09
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,Si,No,3030.27
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,Si,No,No,5741.44
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Noche,No,No,No,10226.3
Fraude Informatico,Llamada Telefonica,30-49,Femenino,Puno,Manana,No,Si,No,6077.52
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,Si,Si,Si,1605.83
Estafa por Internet,Correo Electronico,30-49,Femenino,Lima,Tarde,Si,Si,No,1483.98
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,Si,No,8645.22
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Noche,No,Si,Si,4102.98
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,Si,2317.6
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Piura,Tarde,No,Si,Si,1418.17
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,Si,5883.64
Suplantacion de Identidad,Correo Electronico,65 o mas,Masculino,La Libertad,Madrugada,No,No,No,3377.49
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,Si,11723.49
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,Si,Si,6986.97
Sextorsion,Redes Sociales,18-29,Femenino,Lima,Manana,Si,No,Si,4450.64
Sextorsion,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,Si,Si,Si,2450.17
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,No,No,No,8973.75
Sextorsion,Llamada Telefonica,18-29,Masculino,Lima,Manana,Si,No,Si,4214.84
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,La Libertad,Madrugada,No,No,No,941.39
Estafa por Internet,Redes Sociales,50-64,Masculino,La Libertad,Noche,Si,No,No,2331.76
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,No,1551.96
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Manana,No,No,Si,2481.27
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,No,No,2626.66
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,2073.45
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Tarde,Si,No,No,3144.08
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,No,Si,7217.52
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,Si,No,6048.43
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Noche,No,No,Si,6627.46
Fraude Informatico,Llamada Telefonica,65 o mas,Femenino,Lima,Manana,No,No,Si,8018.53
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,2364.06
Sextorsion,WhatsApp o SMS,50-64,Femenino,La Libertad,Tarde,No,No,No,5518.09
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Manana,Si,No,Si,5258.13
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,Si,No,Si,1030.3
Fraude Informatico,Correo Electronico,18-29,Masculino,La Libertad,Noche,Si,Si,Si,2323.89
Estafa por Internet,Correo Electronico,30-49,Masculino,Lima,Manana,No,Si,No,1721.39
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Piura,Noche,Si,Si,Si,8615.05
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Arequipa,Tarde,No,No,No,823.78
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Noche,No,No,No,4658.66
Estafa por Internet,Redes Sociales,18-29,Masculino,La Libertad,Manana,No,No,Si,1904.19
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Tarde,Si,No,No,1801.42
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,Si,Si,Si,1928.43
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,Si,No,No,1462.45
Estafa por Internet,Correo Electronico,50-64,Masculino,Lima,Madrugada,Si,No,Si,3851.74
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Arequipa,Tarde,Si,No,No,1560.84
Fraude Informatico,Llamada Telefonica,50-64,Femenino,Callao,Manana,Si,Si,No,5183.88
Estafa por Internet,Correo Electronico,18-29,Masculino,Tacna,Manana,No,Si,Si,1701.89
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Arequipa,Tarde,No,No,No,2916.99
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Noche,No,Si,No,1903.5
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,No,Si,9143.55
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Noche,No,Si,No,1799.0
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,Si,6771.63
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,No,2569.19
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lambayeque,Tarde,Si,No,No,9987.21
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Madrugada,Si,No,Si,996.24
Sextorsion,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,Si,5840.05
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Tarde,No,No,No,7975.73
Sextorsion,Correo Electronico,18-29,Masculino,Puno,Tarde,No,Si,No,2608.62
Fraude Informatico,Redes Sociales,18-29,Femenino,La Libertad,Tarde,No,No,Si,4161.14
Estafa por Internet,Llamada Telefonica,65 o mas,Masculino,Arequipa,Tarde,Si,No,No,2642.84
Acceso Ilicito,Redes Sociales,50-64,Masculino,Lima,Madrugada,No,Si,No,4466.52
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Puno,Madrugada,No,No,No,3149.59
Acceso Ilicito,WhatsApp o SMS,65 o mas,Femenino,Lima,Tarde,Si,No,No,5064.26
Estafa por Internet,Correo Electronico,18-29,Masculino,Callao,Manana,Si,No,No,1204.44
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,No,4142.79
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,Si,No,No,4067.62
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,No,2144.1
Acceso Ilicito,Pagina Web Falsa,30-49,Femenino,La Libertad,Manana,No,No,No,4387.2
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,Si,2009.92
Acceso Ilicito,Correo Electronico,30-49,Masculino,Callao,Tarde,No,No,No,5020.38
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Manana,No,No,Si,10239.13
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,Si,2846.62
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,6963.82
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Lima,Tarde,Si,No,Si,3353.56
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,7212.68
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,No,Si,7880.01
Fraude Informatico,Llamada Telefonica,30-49,Femenino,La Libertad,Tarde,Si,No,Si,5954.53
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,No,8083.41
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Junin,Noche,Si,No,Si,1618.0
Fraude Informatico,Correo Electronico,50-64,Masculino,Arequipa,Noche,No,Si,No,6422.66
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Cusco,Tarde,No,Si,No,7451.28
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,Si,8995.12
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Manana,No,No,No,8909.86
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,Si,No,4977.92
Fraude Informatico,Redes Sociales,50-64,Femenino,Arequipa,Tarde,No,No,No,6290.4
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Callao,Manana,No,Si,Si,2076.2
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,No,No,No,2848.44
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,Si,1372.54
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Callao,Noche,No,No,No,826.86
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,Si,No,5619.07
Estafa por Internet,Pagina Web Falsa,30-49,Femenino,La Libertad,Noche,No,No,Si,2103.02
